ParkName,Year,Month,Date,RecreationVisits,NonRecreationVisits,Total Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2001,8,8/1/2001,49739,0,49739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2001,9,9/1/2001,28687,0,28687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2001,10,10/1/2001,23596,0,23596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2001,11,11/1/2001,21364,0,21364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2001,12,12/1/2001,23651,0,23651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2002,1,1/1/2002,17122,0,17122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2002,2,2/1/2002,16446,0,16446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2002,3,3/1/2002,56521,0,56521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2002,4,4/1/2002,32848,0,32848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2002,5,5/1/2002,46021,0,46021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2002,6,6/1/2002,69368,0,69368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2002,7,7/1/2002,87424,0,87424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2002,8,8/1/2002,51345,0,51345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2002,9,9/1/2002,26968,0,26968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2002,10,10/1/2002,25783,0,25783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2002,11,11/1/2002,19192,0,19192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2002,12,12/1/2002,27221,0,27221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2003,1,1/1/2003,17739,0,17739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2003,2,2/1/2003,16268,0,16268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2003,3,3/1/2003,46435,0,46435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2003,4,4/1/2003,35106,0,35106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2003,5,5/1/2003,42818,0,42818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2003,6,6/1/2003,61458,0,61458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2003,7,7/1/2003,84711,0,84711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2003,8,8/1/2003,57097,0,57097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2003,9,9/1/2003,23767,0,23767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2003,10,10/1/2003,27305,0,27305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2003,11,11/1/2003,20391,0,20391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2003,12,12/1/2003,24536,0,24536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2004,1,1/1/2004,19653,0,19653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2004,2,2/1/2004,14920,0,14920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2004,3,3/1/2004,46856,0,46856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2004,4,4/1/2004,32117,0,32117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2004,5,5/1/2004,41086,0,41086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2004,6,6/1/2004,54108,0,54108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2004,7,7/1/2004,74673,0,74673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2004,8,8/1/2004,43140,0,43140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2004,9,9/1/2004,28198,0,28198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2004,10,10/1/2004,25230,0,25230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2004,11,11/1/2004,18074,0,18074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2004,12,12/1/2004,21544,0,21544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2005,1,1/1/2005,15567,0,15567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2005,2,2/1/2005,16222,0,16222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2005,3,3/1/2005,51648,0,51648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2005,4,4/1/2005,29721,0,29721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2005,5,5/1/2005,37080,0,37080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2005,6,6/1/2005,54295,0,54295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2005,7,7/1/2005,79411,0,79411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2005,8,8/1/2005,40716,0,40716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2005,9,9/1/2005,24415,0,24415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2005,10,10/1/2005,22551,0,22551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2005,11,11/1/2005,19960,0,19960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2005,12,12/1/2005,22200,0,22200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2006,1,1/1/2006,16522,0,16522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2006,2,2/1/2006,16466,0,16466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2006,3,3/1/2006,49056,0,49056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2006,4,4/1/2006,36439,0,36439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2006,5,5/1/2006,37052,0,37052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2006,6,6/1/2006,51714,0,51714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2006,7,7/1/2006,71849,0,71849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2006,8,8/1/2006,35669,0,35669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2006,9,9/1/2006,25313,0,25313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2006,10,10/1/2006,25440,0,25440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2006,11,11/1/2006,20439,0,20439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2006,12,12/1/2006,21408,0,21408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2007,1,1/1/2007,10763,0,10763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2007,2,2/1/2007,13625,0,13625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2007,3,3/1/2007,45682,0,45682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2007,4,4/1/2007,32439,0,32439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2007,5,5/1/2007,38622,0,38622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2007,6,6/1/2007,54475,0,54475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2007,7,7/1/2007,73537,0,73537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2007,8,8/1/2007,47673,0,47673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2007,9,9/1/2007,28096,0,28096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2007,10,10/1/2007,25519,0,25519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2007,11,11/1/2007,17738,0,17738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2007,12,12/1/2007,21391,0,21391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2008,1,1/1/2008,15040,0,15040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2008,2,2/1/2008,14496,0,14496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2008,3,3/1/2008,51488,0,51488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2008,4,4/1/2008,25612,0,25612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2008,5,5/1/2008,41793,0,41793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2008,6,6/1/2008,50716,0,50716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2008,7,7/1/2008,65639,0,65639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2008,8,8/1/2008,47223,0,47223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2008,9,9/1/2008,20607,0,20607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2008,10,10/1/2008,22358,0,22358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2008,11,11/1/2008,20657,0,20657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2008,12,12/1/2008,24752,0,24752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2009,1,1/1/2009,18678,0,18678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2009,2,2/1/2009,17729,0,17729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2009,3,3/1/2009,49446,0,49446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2009,4,4/1/2009,35488,0,35488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2009,5,5/1/2009,38857,0,38857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2009,6,6/1/2009,56293,0,56293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2009,7,7/1/2009,74640,0,74640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2009,8,8/1/2009,49047,0,49047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2009,9,9/1/2009,27056,0,27056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2009,10,10/1/2009,24765,0,24765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2009,11,11/1/2009,20582,0,20582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2009,12,12/1/2009,20058,0,20058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2010,1,1/1/2010,15223,0,15223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2010,2,2/1/2010,14125,0,14125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2010,3,3/1/2010,46720,0,46720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2010,4,4/1/2010,32038,0,32038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2010,5,5/1/2010,39024,0,39024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2010,6,6/1/2010,55890,0,55890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2010,7,7/1/2010,75093,0,75093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2010,8,8/1/2010,43954,0,43954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2010,9,9/1/2010,26303,0,26303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2010,10,10/1/2010,28705,0,28705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2010,11,11/1/2010,25756,0,25756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2010,12,12/1/2010,25693,0,25693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2011,1,1/1/2011,14434,0,14434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2011,2,2/1/2011,14132,0,14132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2011,3,3/1/2011,45659,0,45659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2011,4,4/1/2011,30672,0,30672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2011,5,5/1/2011,34475,0,34475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2011,6,6/1/2011,41345,0,41345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2011,7,7/1/2011,62255,0,62255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2011,8,8/1/2011,34053,0,34053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2011,9,9/1/2011,23816,0,23816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2011,10,10/1/2011,24712,0,24712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2011,11,11/1/2011,19532,0,19532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2011,12,12/1/2011,19915,0,19915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2012,1,1/1/2012,14044,0,14044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2012,2,2/1/2012,14080,0,14080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2012,3,3/1/2012,44131,0,44131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2012,4,4/1/2012,31173,0,31173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2012,5,5/1/2012,35411,0,35411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2012,6,6/1/2012,50969,0,50969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2012,7,7/1/2012,62388,0,62388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2012,8,8/1/2012,38677,0,38677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2012,9,9/1/2012,23857,0,23857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2012,10,10/1/2012,23706,0,23706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2012,11,11/1/2012,19748,0,19748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2012,12,12/1/2012,22874,0,22874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2013,1,1/1/2013,13354,0,13354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2013,2,2/1/2013,14541,0,14541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2013,3,3/1/2013,49637,0,49637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2013,4,4/1/2013,29066,0,29066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2013,5,5/1/2013,37253,0,37253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2013,6,6/1/2013,52188,0,52188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2013,7,7/1/2013,67267,0,67267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2013,8,8/1/2013,46967,0,46967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2013,9,9/1/2013,28603,0,28603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2013,10,10/1/2013,8040,0,8040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2013,11,11/1/2013,18746,0,18746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2013,12,12/1/2013,22904,0,22904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2014,1,1/1/2014,16251,0,16251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2014,2,2/1/2014,16157,0,16157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2014,3,3/1/2014,43129,0,43129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2014,4,4/1/2014,34926,0,34926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2014,5,5/1/2014,37253,0,37253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2014,6,6/1/2014,49729,0,49729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2014,7,7/1/2014,65899,0,65899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2014,8,8/1/2014,47616,0,47616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2014,9,9/1/2014,18768,0,18768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2014,10,10/1/2014,23537,0,23537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2014,11,11/1/2014,19874,0,19874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2014,12,12/1/2014,24170,0,24170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2015,1,1/1/2015,11930,0,11930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2015,2,2/1/2015,16416,0,16416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2015,3,3/1/2015,49677,0,49677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2015,4,4/1/2015,37600,0,37600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2015,5,5/1/2015,45315,0,45315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2015,6,6/1/2015,58142,0,58142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2015,7,7/1/2015,82452,0,82452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2015,8,8/1/2015,48084,0,48084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2015,9,9/1/2015,31630,0,31630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2015,10,10/1/2015,29050,0,29050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2015,11,11/1/2015,19488,0,19488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2015,12,12/1/2015,15936,0,15936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2016,1,1/1/2016,13534,0,13534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2016,2,2/1/2016,13046,0,13046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2016,3,3/1/2016,51157,0,51157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2016,4,4/1/2016,27222,0,27222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2016,5,5/1/2016,40834,0,40834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2016,6,6/1/2016,60625,0,60625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2016,7,7/1/2016,89963,0,89963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2016,8,8/1/2016,43799,0,43799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2016,9,9/1/2016,33676,0,33676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2016,10,10/1/2016,32932,0,32932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2016,11,11/1/2016,27810,0,27810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2016,12,12/1/2016,32175,0,32175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2017,1,1/1/2017,17746,0,17746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2017,2,2/1/2017,20342,0,20342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2017,3,3/1/2017,67429,0,67429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2017,4,4/1/2017,45744,0,45744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2017,5,5/1/2017,53960,0,53960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2017,6,6/1/2017,61408,0,61408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2017,7,7/1/2017,81748,0,81748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2017,8,8/1/2017,42952,0,42952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2017,9,9/1/2017,27714,0,27714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2017,10,10/1/2017,31570,0,31570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2017,11,11/1/2017,38440,0,38440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2017,12,12/1/2017,30973,0,30973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2018,1,1/1/2018,19172,0,19172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2018,2,2/1/2018,21051,0,21051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2018,3,3/1/2018,64669,0,64669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2018,4,4/1/2018,33182,0,33182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2018,5,5/1/2018,39735,0,39735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2018,6,6/1/2018,63091,0,63091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2018,7,7/1/2018,76302,0,76302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2018,8,8/1/2018,37116,0,37116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2018,9,9/1/2018,31053,0,31053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2018,10,10/1/2018,44238,0,44238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2018,11,11/1/2018,27358,0,27358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2018,12,12/1/2018,8945,0,8945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2019,1,1/1/2019,3093,0,3093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2019,2,2/1/2019,19470,0,19470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2019,3,3/1/2019,56581,0,56581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2019,4,4/1/2019,37543,0,37543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2019,5,5/1/2019,41516,0,41516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2019,6,6/1/2019,57111,0,57111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2019,7,7/1/2019,69444,0,69444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2019,8,8/1/2019,36354,0,36354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2019,9,9/1/2019,28455,0,28455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2019,10,10/1/2019,33014,0,33014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2019,11,11/1/2019,27519,0,27519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2019,12,12/1/2019,30591,0,30591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2020,1,1/1/2020,21319,0,21319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2020,2,2/1/2020,20860,0,20860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2020,3,3/1/2020,28925,0,28925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
